user_id,age,gender,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,sleep_duration_hours,sleep_quality,mood_rating,stress_level,physical_activity_hours_per_week,location_type,mental_health_score,uses_wellness_apps,eats_healthy,caffeine_intake_mg_per_day,weekly_anxiety_score,weekly_depression_score,mindfulness_minutes_per_day
492,56,Male,4.4,2.1,1.5,1.1,0.9,4.5,3.7,1.5,2.1,7.3,5.0,1.9,8,0.0,Urban,57.0,False,False,196.0,14.0,12.0,11.8
493,69,Female,4.6,3.5,2.0,0.0,0.4,3.4,3.6,1.7,1.4,7.4,4.0,2.3,6,0.0,Rural,53.0,False,False,161.6,4.0,8.0,17.8
494,40,Male,8.0,1.8,3.7,1.7,1.9,4.5,4.2,1.1,0.8,6.1,3.0,1.9,9,1.6,Urban,45.0,False,False,233.9,14.0,12.0,10.7
495,49,Female,6.4,3.1,2.4,0.7,1.4,2.6,3.4,1.8,1.7,7.3,3.0,6.5,4,5.2,Rural,76.0,True,False,197.0,10.0,6.0,17.3
496,64,Female,5.5,2.4,1.2,0.0,2.9,2.8,3.4,1.9,0.9,7.3,4.0,6.9,4,2.5,Urban,68.0,False,False,94.2,3.0,3.0,28.2
497,39,Male,6.0,3.3,2.9,0.9,0.0,4.5,3.8,1.5,0.9,7.4,4.0,1.2,9,0.1,Suburban,58.0,False,True,213.0,16.0,14.0,17.1
498,38,Female,5.1,1.7,1.9,0.9,1.6,1.9,3.0,1.5,1.4,8.1,4.0,5.9,3,5.0,Urban,70.0,True,True,174.0,5.0,2.0,29.6
499,27,Male,4.3,2.6,0.4,0.3,1.0,1.4,2.2,2.8,2.4,7.1,4.0,8.9,2,4.6,Suburban,83.0,False,True,121.3,0.0,3.0,14.5
500,74,Female,6.0,1.9,1.3,1.2,2.2,3.3,3.7,1.2,0.8,7.5,5.0,4.1,5,0.0,Suburban,71.0,False,False,72.5,7.0,8.0,22.6
501,72,Male,1.0,0.2,0.0,0.2,1.1,1.0,1.2,2.4,2.5,8.0,5.0,7.4,1,5.0,Rural,84.0,True,False,205.1,1.0,4.0,27.6
502,21,Male,3.4,1.0,0.0,1.0,0.8,4.0,3.9,1.4,0.7,7.8,4.0,1.5,8,1.4,Urban,60.0,False,False,181.8,17.0,9.0,20.8
503,71,Male,4.6,2.5,0.5,0.6,2.3,1.7,2.8,2.7,2.2,7.3,5.0,7.8,2,3.2,Urban,79.0,False,True,111.1,1.0,0.0,29.4
504,50,Male,6.1,2.5,1.6,0.4,2.7,4.0,4.0,1.0,0.6,7.6,3.0,3.1,7,1.5,Urban,60.0,False,True,140.9,15.0,13.0,10.5
505,59,Male,3.9,0.8,1.6,1.4,1.3,1.7,2.3,3.0,2.4,7.1,5.0,7.1,2,6.1,Urban,83.0,True,True,160.9,2.0,5.0,16.1
506,34,Female,4.0,2.2,0.0,1.2,1.3,2.3,3.0,3.0,2.6,7.2,5.0,8.5,3,3.8,Rural,72.0,False,True,125.6,3.0,2.0,15.4
507,15,Female,5.8,2.5,0.0,0.0,2.7,4.5,4.2,1.5,1.7,7.2,5.0,2.5,8,1.7,Suburban,60.0,False,True,124.0,11.0,11.0,11.0
508,22,Female,9.3,2.0,3.1,0.8,2.6,4.0,3.6,1.2,0.4,6.8,2.0,3.7,7,2.0,Suburban,51.0,True,False,143.2,13.0,10.0,20.5
509,60,Female,7.5,2.7,1.6,1.7,2.4,4.5,4.0,0.2,0.8,7.2,4.0,1.1,10,0.0,Rural,44.0,False,False,227.8,10.0,16.0,11.5
510,30,Male,8.2,2.5,3.2,1.4,1.0,4.5,3.9,1.5,1.4,7.1,3.0,2.3,8,2.5,Suburban,56.0,False,False,196.8,11.0,14.0,14.6
511,28,Male,6.2,2.0,3.1,0.1,0.7,4.0,3.9,1.4,0.8,7.3,4.0,3.3,7,1.1,Suburban,61.0,True,False,135.1,9.0,12.0,18.5
512,26,Male,8.3,1.5,2.3,1.6,3.0,2.6,3.3,2.0,2.0,7.6,4.0,5.8,4,3.9,Rural,68.0,True,True,200.1,8.0,6.0,28.5
513,65,Male,7.0,2.9,1.6,1.2,2.0,2.4,2.9,2.5,2.2,7.0,4.0,6.8,3,4.6,Suburban,70.0,False,True,139.9,5.0,7.0,15.3
514,37,Female,3.1,2.4,1.1,0.0,0.7,2.3,2.6,1.5,2.2,8.2,5.0,7.6,3,3.1,Urban,81.0,False,False,181.3,2.0,4.0,29.6
515,29,Female,4.9,0.8,2.3,0.7,1.3,4.3,4.0,1.6,0.4,6.8,4.0,1.8,7,0.0,Rural,60.0,True,True,210.0,10.0,11.0,20.4
516,42,Male,5.3,2.2,1.3,0.9,1.5,2.3,2.8,1.8,2.5,7.3,3.0,6.0,3,3.9,Urban,68.0,True,True,143.4,6.0,6.0,35.2
517,48,Male,2.0,1.0,0.9,0.0,1.3,1.2,2.7,2.6,2.9,7.7,4.0,10.0,2,6.7,Rural,74.0,False,False,49.5,7.0,2.0,37.0
518,16,Female,4.2,1.1,0.0,1.0,1.1,4.4,3.9,0.6,0.9,6.8,4.0,1.8,8,2.6,Urban,59.0,False,True,181.5,15.0,11.0,19.7
519,46,Female,6.0,1.4,1.4,2.1,2.6,3.7,3.6,0.9,1.3,7.2,4.0,7.3,6,1.5,Suburban,62.0,True,True,178.7,13.0,9.0,22.7
520,37,Male,7.2,2.0,2.7,1.4,1.9,4.5,3.7,0.6,1.0,7.1,3.0,1.0,10,0.0,Rural,47.0,True,True,123.0,14.0,18.0,6.5
521,36,Female,9.1,2.3,2.9,0.7,3.7,4.5,3.9,1.1,1.1,7.2,4.0,1.0,10,0.0,Urban,52.0,False,True,180.6,13.0,14.0,12.2
522,65,Female,5.4,1.6,1.6,0.4,2.7,2.7,3.5,1.4,2.1,7.6,4.0,5.2,4,6.1,Urban,77.0,False,True,164.4,3.0,7.0,22.1
523,39,Male,3.8,1.7,0.5,0.8,1.5,3.8,4.0,2.0,0.8,6.9,4.0,2.7,7,0.2,Suburban,51.0,True,False,151.8,11.0,12.0,13.2
524,72,Male,6.1,1.5,2.5,0.0,2.8,4.0,3.7,1.2,1.3,7.8,5.0,1.1,7,0.7,Rural,62.0,False,False,161.2,14.0,6.0,12.5
525,36,Female,5.3,2.9,1.5,0.3,1.8,4.4,4.5,1.5,1.3,7.1,4.0,2.1,8,0.0,Urban,53.0,True,False,98.6,12.0,8.0,15.7
526,72,Female,4.2,0.2,1.1,0.0,3.8,0.9,1.5,2.3,3.1,7.2,4.0,8.2,1,4.4,Rural,87.0,True,False,105.9,4.0,1.0,24.8
527,72,Female,2.8,1.7,0.0,0.9,1.1,2.5,3.3,2.5,2.1,7.9,4.0,6.5,3,3.1,Rural,72.0,False,True,124.4,2.0,4.0,23.2
528,36,Male,8.2,3.4,3.8,0.4,1.9,4.5,4.0,1.9,0.7,7.3,3.0,1.0,9,1.4,Suburban,41.0,False,False,59.4,12.0,12.0,9.1
529,63,Male,6.0,2.5,2.3,1.0,0.8,3.8,3.6,1.9,1.1,7.0,4.0,2.9,6,1.4,Urban,60.0,False,True,160.2,12.0,6.0,16.1
530,66,Female,6.1,3.1,2.4,0.7,1.0,3.5,3.8,2.1,1.3,7.2,4.0,1.2,6,1.8,Urban,59.0,True,False,131.6,8.0,0.0,17.5
531,56,Female,1.0,0.2,0.6,0.0,1.1,0.9,1.2,2.5,3.1,8.3,5.0,8.9,1,2.7,Suburban,81.0,False,True,143.2,3.0,2.0,26.0
532,20,Male,6.4,0.9,1.6,0.7,2.6,4.5,4.1,0.5,1.3,6.8,4.0,1.0,10,0.0,Rural,51.0,False,True,140.3,14.0,19.0,7.1
533,29,Female,5.5,2.5,1.4,0.2,1.6,3.9,3.7,1.3,0.7,6.0,3.0,2.3,6,3.0,Urban,58.0,False,False,113.9,13.0,10.0,11.8
534,68,Female,7.1,3.4,2.4,1.6,0.0,3.4,3.6,1.0,0.8,7.3,4.0,4.4,5,3.8,Urban,76.0,False,True,207.2,11.0,7.0,29.4
535,57,Female,4.4,1.0,3.0,0.1,1.5,3.4,3.3,1.6,1.1,7.9,5.0,4.6,5,4.2,Urban,71.0,True,False,122.6,7.0,4.0,12.9
536,74,Female,1.0,1.7,0.0,0.3,0.4,1.0,1.3,2.4,2.5,7.1,5.0,9.4,1,2.6,Urban,73.0,True,False,122.1,2.0,3.0,18.1
537,51,Female,2.7,2.4,0.3,0.0,1.0,4.0,3.7,1.2,0.7,7.7,4.0,2.3,7,1.3,Urban,60.0,False,True,146.0,10.0,9.0,22.9
538,47,Male,4.3,0.7,2.2,0.0,2.6,2.3,3.0,2.1,0.9,7.2,4.0,7.4,3,4.4,Suburban,66.0,True,False,216.0,6.0,4.0,21.3
539,22,Female,4.6,2.5,0.9,0.6,0.1,4.5,3.9,0.5,0.7,7.5,4.0,1.9,9,0.4,Suburban,56.0,False,False,179.3,11.0,13.0,6.5
540,67,Male,2.0,0.2,2.4,0.0,0.2,1.2,1.0,2.7,2.7,6.7,5.0,8.1,1,6.0,Suburban,79.0,True,True,127.1,0.0,0.0,25.9
541,74,Female,2.7,2.4,1.1,0.5,0.0,3.2,3.3,1.0,2.2,7.0,5.0,4.8,4,11.0,Urban,78.0,False,True,178.2,4.0,4.0,26.6
542,58,Male,2.0,1.1,0.1,0.9,1.0,1.5,2.2,2.5,2.9,8.0,3.0,6.8,2,5.8,Suburban,82.0,True,True,179.4,4.0,5.0,28.8
543,58,Female,1.0,1.6,0.0,0.3,0.0,2.1,2.4,2.6,2.8,7.8,4.0,8.5,2,6.5,Suburban,82.0,True,True,95.3,3.0,0.0,28.5
544,19,Male,5.2,2.6,2.0,0.0,0.0,4.3,3.7,1.2,1.2,8.1,4.0,2.6,7,0.8,Urban,59.0,False,False,184.4,10.0,5.0,24.0
545,53,Male,6.1,2.4,2.1,1.4,1.2,4.5,4.1,1.1,1.8,7.5,3.0,1.0,9,1.2,Suburban,49.0,False,False,122.9,14.0,18.0,11.1
546,18,Male,8.0,2.0,2.6,0.8,1.7,4.5,4.1,1.3,1.0,6.5,3.0,1.1,9,2.6,Suburban,52.0,True,False,198.0,20.0,13.0,8.4
547,20,Male,6.8,2.9,1.9,0.8,0.5,4.5,3.9,0.4,1.3,7.5,3.0,1.0,10,0.0,Urban,52.0,False,True,111.9,14.0,16.0,9.0
548,59,Female,1.8,0.5,0.0,0.5,1.8,1.9,2.3,2.7,2.3,8.6,5.0,8.5,2,5.3,Urban,78.0,True,True,85.2,4.0,2.0,32.5
549,46,Female,6.0,2.2,2.1,1.1,1.5,4.2,4.0,2.3,1.0,7.2,4.0,1.5,8,0.0,Urban,53.0,False,True,144.7,11.0,13.0,14.8
550,66,Female,3.2,1.3,0.0,1.2,1.9,2.2,2.9,2.1,2.4,7.8,5.0,6.3,3,4.2,Urban,72.0,False,True,108.8,6.0,1.0,23.8
551,44,Male,3.0,2.8,0.0,1.2,0.4,1.8,2.4,2.9,2.1,8.0,4.0,7.7,2,4.4,Urban,76.0,True,True,148.7,3.0,2.0,23.6
552,61,Male,5.5,2.6,0.0,0.8,3.4,4.3,4.0,1.8,1.4,7.2,4.0,3.3,7,1.4,Urban,56.0,False,False,82.1,10.0,8.0,23.6
553,49,Male,1.7,2.7,0.0,0.0,0.3,1.8,2.6,2.4,2.1,6.7,5.0,7.6,2,6.2,Urban,83.0,True,True,222.1,4.0,2.0,30.2
554,69,Male,6.2,3.5,1.8,0.8,0.8,3.0,3.6,1.7,1.8,7.5,4.0,5.1,4,5.1,Rural,70.0,True,True,128.6,4.0,5.0,27.2
555,54,Female,5.0,3.0,0.7,0.8,1.9,3.0,3.7,1.4,1.6,7.8,4.0,6.1,5,5.9,Urban,69.0,False,True,116.9,6.0,4.0,20.4
556,66,Male,2.9,1.9,0.0,0.3,1.5,1.5,2.2,2.6,2.7,8.4,5.0,7.1,2,3.4,Suburban,75.0,True,True,133.6,7.0,2.0,27.1
557,30,Male,5.3,2.0,1.5,0.1,2.2,2.5,3.2,2.2,2.0,6.8,4.0,5.7,3,5.6,Suburban,71.0,True,True,151.6,2.0,6.0,19.0
558,27,Male,5.1,2.5,0.3,0.9,1.1,2.8,3.4,2.1,1.2,6.8,3.0,5.5,4,6.0,Urban,70.0,False,True,118.5,2.0,5.0,15.9
559,64,Male,4.4,2.1,2.6,0.6,0.2,4.5,4.0,0.6,1.6,7.1,5.0,1.0,10,0.0,Rural,46.0,False,True,213.4,18.0,17.0,12.4
560,74,Female,5.1,2.6,3.1,0.4,0.0,3.5,3.1,1.2,1.5,7.3,5.0,3.8,5,3.4,Urban,70.0,False,True,213.1,7.0,9.0,11.2
561,56,Female,5.4,0.2,1.3,1.6,3.2,4.4,4.3,2.0,0.5,7.6,4.0,1.9,8,1.4,Urban,51.0,True,False,94.8,17.0,12.0,20.6
562,44,Male,8.1,3.7,3.0,1.0,1.1,4.5,4.3,0.9,2.2,6.4,3.0,1.0,10,0.0,Suburban,51.0,False,True,118.5,14.0,10.0,13.8
563,33,Male,6.3,2.1,3.0,0.9,1.2,4.5,3.7,1.5,1.4,7.7,4.0,3.1,8,0.0,Suburban,49.0,True,False,236.2,12.0,17.0,18.2
564,31,Male,5.9,0.5,1.6,1.3,3.2,4.5,3.9,0.3,1.6,7.7,4.0,1.0,9,0.0,Urban,51.0,True,True,82.9,9.0,13.0,14.0
565,70,Male,5.4,1.2,3.4,0.8,0.9,3.8,3.7,2.1,1.1,7.8,3.0,4.6,6,2.5,Urban,62.0,True,False,161.1,7.0,12.0,20.7
566,33,Male,1.5,0.2,0.8,0.2,1.4,0.9,1.0,2.4,3.4,7.7,5.0,8.6,1,3.6,Urban,82.0,True,True,144.8,1.0,3.0,34.8
567,42,Female,1.0,1.0,0.0,0.4,0.4,0.6,1.1,2.7,2.2,6.8,5.0,9.1,1,5.5,Rural,82.0,True,False,144.3,3.0,0.0,39.6
568,72,Female,2.1,1.9,0.0,1.0,0.1,0.8,1.7,2.4,2.8,8.5,5.0,8.1,1,4.0,Urban,93.0,False,False,77.8,3.0,2.0,28.5
569,69,Female,7.7,3.4,0.8,1.0,3.3,4.5,4.0,1.1,1.3,6.7,4.0,1.0,10,1.6,Urban,55.0,False,False,186.4,17.0,10.0,6.7
570,40,Male,7.8,2.4,2.1,0.9,3.3,3.4,4.1,1.9,0.8,7.4,2.0,3.7,6,3.1,Rural,67.0,True,False,166.6,9.0,6.0,10.6
571,51,Male,3.8,2.2,0.2,0.0,2.4,3.4,3.6,1.1,1.2,7.6,4.0,4.4,5,8.5,Suburban,80.0,False,True,71.0,8.0,8.0,20.6
572,40,Female,4.2,1.0,0.8,1.1,2.4,4.1,3.3,2.2,1.2,8.1,5.0,3.2,6,1.1,Urban,66.0,False,False,76.4,12.0,9.0,20.7
573,67,Female,3.6,1.3,0.1,0.6,2.2,1.9,2.3,1.9,1.8,7.5,4.0,7.0,2,2.2,Urban,74.0,False,False,152.0,3.0,0.0,35.7
574,37,Female,3.2,1.3,0.8,1.0,0.7,3.9,3.8,1.5,1.4,7.6,4.0,4.0,6,0.7,Rural,58.0,False,False,114.7,11.0,11.0,25.3
575,23,Male,6.7,1.4,3.0,0.1,1.7,4.5,3.9,0.4,0.9,7.3,3.0,1.0,10,0.2,Urban,53.0,True,False,218.9,16.0,8.0,12.1
576,26,Female,6.3,1.7,1.9,1.8,0.9,4.5,3.6,1.5,1.0,7.4,4.0,1.0,9,0.5,Urban,54.0,True,True,163.3,12.0,8.0,16.9
577,67,Male,2.1,1.8,0.9,0.7,0.0,3.5,3.8,2.1,1.8,7.1,4.0,4.1,5,1.6,Urban,67.0,False,False,146.4,11.0,7.0,28.3
578,15,Female,8.4,1.7,2.8,0.3,2.5,4.5,3.8,1.4,1.3,7.9,4.0,1.8,9,0.0,Urban,45.0,False,True,164.3,14.0,5.0,9.5
579,72,Female,4.6,1.4,1.5,1.0,2.0,2.9,3.3,1.4,1.4,7.4,4.0,4.6,4,1.7,Rural,70.0,False,False,214.3,7.0,5.0,19.3
580,72,Female,3.6,2.1,1.6,1.1,0.1,2.7,3.5,1.4,1.6,7.9,4.0,6.8,4,6.3,Rural,78.0,False,True,96.5,7.0,4.0,29.3
581,15,Male,7.4,1.7,2.8,1.0,1.0,4.5,3.8,1.6,0.9,7.9,4.0,1.0,10,0.0,Urban,50.0,True,True,168.2,17.0,13.0,14.9
582,61,Female,3.3,0.6,1.1,0.0,2.5,2.3,3.0,1.8,1.8,7.6,5.0,7.9,3,3.3,Urban,71.0,True,True,63.1,7.0,4.0,15.2
583,48,Male,6.7,2.0,2.5,1.3,1.5,3.7,3.9,1.3,0.9,6.7,4.0,2.5,7,0.0,Urban,49.0,False,False,168.5,10.0,14.0,21.5
584,46,Male,3.8,1.9,2.4,0.4,0.0,3.1,4.0,1.2,1.3,7.0,5.0,6.0,5,3.5,Urban,70.0,True,False,79.1,7.0,8.0,15.1
585,68,Male,1.8,0.6,1.3,0.6,0.2,0.4,1.2,2.4,2.4,7.6,5.0,10.0,1,5.4,Suburban,79.0,False,True,167.5,0.0,2.0,30.7
586,62,Female,4.0,1.5,0.0,0.0,3.3,2.4,3.5,1.4,1.2,7.7,4.0,6.2,4,3.9,Suburban,72.0,False,False,25.7,5.0,2.0,21.8
587,39,Male,5.0,2.5,1.5,0.3,1.5,4.1,3.8,1.3,1.1,7.6,3.0,2.0,8,1.6,Urban,49.0,False,True,138.1,18.0,11.0,16.4
588,54,Male,5.5,1.0,2.8,0.3,2.5,4.5,4.2,1.5,0.8,7.8,3.0,3.0,8,2.8,Urban,49.0,False,True,179.2,11.0,9.0,19.5
589,59,Female,6.6,0.9,2.4,0.9,3.2,3.5,3.4,1.6,0.8,6.5,3.0,3.9,6,1.7,Suburban,57.0,True,True,207.1,6.0,4.0,16.4
590,67,Male,5.6,1.7,3.4,0.3,0.9,3.7,3.5,1.6,0.9,7.4,4.0,3.0,6,2.4,Urban,62.0,False,False,98.1,9.0,4.0,22.0
591,15,Female,6.5,2.6,1.0,0.0,1.8,4.5,4.0,0.1,1.1,7.5,3.0,1.0,10,0.9,Rural,53.0,False,True,130.0,20.0,9.0,10.4
592,30,Male,6.4,3.6,2.4,0.7,0.0,3.4,3.7,1.2,0.7,7.5,3.0,4.2,6,2.5,Rural,60.0,False,False,154.8,8.0,13.0,18.7
593,53,Male,3.3,2.6,0.4,0.4,0.8,0.6,1.4,2.5,3.4,6.4,5.0,8.6,1,5.0,Urban,83.0,False,True,241.8,3.0,3.0,38.9
594,19,Female,7.8,3.0,1.7,0.2,2.0,4.5,4.1,0.8,1.3,6.9,4.0,1.0,10,0.0,Urban,54.0,False,True,182.5,19.0,8.0,12.9
595,36,Male,5.4,2.3,2.7,0.7,1.2,3.3,3.3,1.5,1.2,7.7,4.0,5.2,5,5.0,Urban,71.0,False,True,101.1,8.0,7.0,17.6
596,43,Male,4.9,1.4,2.5,0.0,1.9,3.5,3.8,1.0,0.9,7.0,5.0,4.1,5,4.7,Urban,71.0,False,True,167.4,9.0,7.0,19.5
597,69,Female,6.8,2.6,1.6,1.0,2.3,3.5,3.9,1.6,1.4,6.5,3.0,3.4,7,0.7,Suburban,61.0,False,False,141.7,8.0,14.0,10.2
598,17,Female,6.7,1.9,1.2,0.5,2.0,4.5,4.4,1.6,0.9,7.4,4.0,1.1,10,0.0,Suburban,49.0,True,False,51.4,15.0,14.0,5.3
599,26,Female,5.0,2.3,0.4,0.4,1.7,3.0,3.3,1.4,1.2,7.5,4.0,5.9,4,3.9,Suburban,74.0,False,False,76.4,7.0,6.0,20.2
600,40,Male,4.2,1.1,1.3,1.2,1.6,2.6,3.5,1.0,1.4,7.6,4.0,5.4,4,5.8,Urban,78.0,True,True,126.4,8.0,0.0,22.6
601,30,Male,3.1,2.4,0.1,0.3,0.8,2.2,3.1,2.6,1.7,7.3,5.0,6.0,3,3.4,Urban,74.0,True,False,206.3,10.0,6.0,25.0
602,65,Female,3.3,1.9,1.1,0.8,0.5,1.7,2.6,2.5,2.5,6.9,5.0,8.9,2,6.1,Suburban,86.0,True,False,151.4,5.0,3.0,38.8
603,51,Female,4.7,2.2,0.0,0.5,2.8,3.7,3.2,1.3,1.0,7.9,4.0,3.1,6,0.6,Suburban,64.0,True,False,92.7,10.0,8.0,15.0
604,36,Female,5.7,1.9,0.0,2.5,2.2,4.1,3.5,2.2,1.4,8.9,4.0,4.6,7,1.0,Urban,59.0,False,False,167.0,9.0,13.0,17.0
605,71,Female,4.9,1.8,2.4,0.9,0.6,3.9,4.0,0.2,1.1,6.6,4.0,4.0,6,1.2,Suburban,67.0,False,False,81.2,13.0,8.0,18.4
606,43,Female,5.1,2.4,2.3,0.0,1.5,4.3,4.2,1.4,1.1,7.8,4.0,2.5,8,0.6,Rural,55.0,False,False,242.6,10.0,14.0,15.0
607,28,Female,4.6,1.6,1.2,1.7,0.0,2.9,3.5,1.0,1.3,7.4,4.0,5.6,4,2.3,Urban,77.0,True,False,133.5,5.0,3.0,29.3
608,42,Male,3.1,0.6,1.6,1.2,0.9,2.2,2.7,2.7,2.0,7.8,4.0,8.0,3,5.1,Suburban,74.0,True,True,106.7,3.0,6.0,15.7
609,19,Female,5.3,0.3,1.7,0.6,1.9,4.3,3.9,1.3,0.9,7.3,4.0,1.2,8,3.0,Urban,58.0,False,False,104.0,11.0,10.0,12.3
610,61,Male,5.1,2.2,2.0,0.3,1.7,2.1,3.2,1.5,2.1,8.5,3.0,8.2,3,2.5,Urban,67.0,False,True,82.2,6.0,5.0,25.2
611,63,Male,4.0,1.6,1.9,0.0,1.5,3.6,3.8,1.0,0.9,7.1,4.0,2.2,7,1.2,Suburban,63.0,False,False,131.6,11.0,14.0,9.0
612,44,Female,1.3,0.4,0.0,0.9,0.5,1.9,2.3,2.9,2.1,7.5,4.0,7.4,2,5.2,Rural,75.0,False,False,177.7,4.0,4.0,22.1
613,60,Female,1.7,2.1,0.0,0.2,0.3,1.5,2.6,3.3,2.2,7.8,5.0,7.7,2,6.3,Rural,85.0,True,True,86.2,2.0,4.0,22.9
614,66,Male,3.8,1.9,0.4,0.1,2.3,3.1,3.7,1.4,1.0,7.8,4.0,7.2,5,11.7,Urban,83.0,True,True,137.2,10.0,4.0,12.9
615,19,Male,8.2,1.6,1.3,1.1,3.1,4.5,4.0,0.8,1.2,7.6,3.0,1.0,10,0.5,Urban,53.0,False,True,75.6,16.0,16.0,14.5
616,26,Male,7.7,2.2,2.6,1.5,1.9,4.5,4.0,1.0,0.9,7.3,5.0,1.0,9,2.0,Urban,57.0,True,True,88.4,18.0,17.0,9.9
617,30,Female,6.1,3.2,1.8,0.3,1.2,4.5,4.1,1.6,0.3,7.4,4.0,2.3,9,0.0,Urban,51.0,False,False,147.7,15.0,16.0,13.6
618,40,Female,7.9,3.2,2.1,1.1,2.6,3.3,3.6,1.2,1.5,6.8,3.0,6.1,5,2.7,Urban,71.0,True,False,152.6,9.0,6.0,28.2
619,40,Male,2.7,2.1,0.5,0.7,0.6,0.4,1.4,2.2,2.3,7.9,5.0,10.0,1,5.3,Suburban,84.0,False,True,154.9,3.0,2.0,27.3
620,62,Male,5.2,1.9,1.4,0.8,2.5,4.5,3.8,1.1,0.7,7.0,4.0,1.0,9,0.0,Urban,50.0,False,True,274.9,16.0,14.0,7.1
621,35,Female,3.5,2.1,1.6,0.1,0.8,3.9,4.0,1.9,2.4,7.7,5.0,2.7,7,0.0,Suburban,51.0,False,True,175.2,14.0,12.0,15.5
622,53,Male,3.6,2.3,0.7,0.5,0.9,3.3,3.7,1.8,1.4,7.4,4.0,4.8,6,0.6,Urban,63.0,True,True,82.5,14.0,8.0,13.6
623,50,Female,2.2,1.8,0.3,0.0,1.1,0.9,1.1,2.1,2.5,7.2,5.0,9.8,1,7.2,Rural,89.0,True,True,134.3,3.0,2.0,33.8
624,47,Other,4.0,2.2,1.3,0.0,1.3,4.4,4.2,1.5,1.1,8.3,4.0,2.5,8,0.0,Urban,56.0,False,False,172.9,7.0,9.0,12.4
625,44,Male,5.0,0.6,2.2,0.9,2.3,2.8,3.5,0.6,1.6,6.9,4.0,4.8,4,3.7,Urban,78.0,True,True,213.8,4.0,6.0,29.7
626,51,Female,2.3,2.1,0.5,0.3,0.1,2.5,3.0,1.6,3.3,7.5,4.0,6.8,3,4.4,Rural,75.0,True,True,146.6,5.0,7.0,28.3
627,37,Male,3.5,2.4,1.3,0.1,0.8,2.6,3.5,1.5,1.9,6.8,4.0,4.7,4,5.3,Urban,71.0,True,True,222.9,5.0,8.0,31.0
628,72,Male,4.7,1.6,3.0,0.0,1.6,2.7,3.1,1.3,1.9,7.4,4.0,6.1,4,6.0,Rural,80.0,True,True,124.8,4.0,9.0,19.5
629,24,Female,4.8,1.9,0.9,0.0,2.0,4.4,4.1,1.6,0.4,7.6,4.0,2.0,8,2.4,Urban,58.0,True,True,96.0,16.0,8.0,18.0
630,68,Male,1.4,1.0,1.5,0.0,0.0,0.6,1.2,3.1,2.7,7.4,5.0,8.8,1,4.6,Urban,81.0,True,False,87.5,2.0,2.0,36.9
631,19,Other,4.1,0.9,1.4,0.7,0.6,4.5,4.3,1.4,0.7,6.5,3.0,1.4,9,0.3,Suburban,49.0,True,False,84.6,8.0,12.0,6.7
632,50,Female,2.4,2.2,1.3,0.0,0.0,3.0,4.1,2.1,1.8,7.5,4.0,4.9,5,1.0,Rural,62.0,False,False,146.1,4.0,10.0,13.8
633,48,Male,5.5,1.3,3.3,0.9,0.7,4.2,3.9,1.5,1.6,7.3,4.0,2.7,7,1.6,Urban,57.0,True,False,180.0,15.0,3.0,19.8
634,66,Male,2.7,0.4,1.8,0.9,1.0,2.3,3.1,2.0,1.7,7.5,4.0,6.7,3,6.8,Suburban,89.0,True,True,94.3,4.0,2.0,26.3
635,45,Male,2.8,1.0,0.0,0.5,1.9,4.0,3.9,1.9,0.6,8.4,3.0,3.4,7,0.0,Rural,57.0,False,False,93.2,12.0,10.0,10.5
636,24,Male,5.1,1.1,3.2,0.6,0.0,4.5,3.6,1.4,0.7,7.5,5.0,1.0,10,1.5,Urban,45.0,True,False,141.7,13.0,8.0,12.4
637,72,Male,5.7,2.7,1.8,0.4,2.1,1.5,2.0,2.7,3.2,7.4,5.0,7.4,2,3.7,Urban,82.0,False,True,79.5,0.0,1.0,34.0
638,33,Male,4.1,2.2,1.1,0.7,0.9,3.9,3.5,1.9,0.9,7.6,5.0,2.8,6,2.2,Urban,63.0,True,True,131.8,16.0,6.0,18.3
639,72,Male,5.4,1.2,3.0,0.7,1.1,4.5,4.1,1.2,0.9,7.5,4.0,1.2,9,0.0,Urban,56.0,False,True,238.8,17.0,18.0,17.7
640,46,Female,4.7,1.5,0.6,1.4,2.4,4.4,4.2,1.1,1.3,7.2,4.0,2.7,8,2.7,Suburban,62.0,True,True,93.2,10.0,9.0,11.6
641,15,Female,10.0,3.2,3.4,1.5,2.7,4.5,4.1,1.2,0.3,6.2,4.0,1.0,10,0.0,Urban,42.0,False,True,145.1,12.0,12.0,12.6
642,70,Female,5.5,2.8,1.6,1.5,0.7,2.7,3.1,1.5,2.1,8.6,4.0,6.4,4,6.0,Urban,72.0,True,True,53.0,7.0,0.0,32.4
643,19,Male,5.4,1.0,2.6,0.1,0.7,4.5,3.6,0.8,1.3,7.3,4.0,1.0,10,0.0,Suburban,47.0,False,True,115.6,21.0,14.0,5.8
644,59,Male,8.9,3.0,4.9,1.1,1.0,3.7,3.7,0.8,0.7,6.9,4.0,4.0,6,3.0,Urban,72.0,False,False,84.2,9.0,4.0,21.2
645,18,Female,6.1,1.9,1.7,0.9,0.7,4.5,3.9,1.7,0.8,7.3,4.0,1.0,10,0.0,Rural,52.0,False,False,150.7,9.0,12.0,6.8
